,year,ethnicity,age,population
5161,1972,Total Indians,65 - 69 Years,1500
5162,1972,Total Indians,70 - 74 Years,na
5163,1972,Total Indians,75 - 79 Years,na
5164,1972,Total Indians,80 - 84 Years,na
5165,1972,Total Indians,65 Years & Over,2800
5166,1972,Total Indians,70 Years & Over,1300
5167,1972,Total Indians,75 Years & Over,na
5168,1972,Total Indians,80 Years & Over,na
5169,1972,Total Indians,85 Years & Over,na
5170,1972,Total Male Indians,0  -  4 Years,7500
5171,1972,Total Male Indians,5  -  9 Years,9300
5172,1972,Total Male Indians,10 - 14 Years,10500
5173,1972,Total Male Indians,15 - 19 Years,8500
5174,1972,Total Male Indians,20 - 24 Years,6700
5175,1972,Total Male Indians,25 - 29 Years,4400
5176,1972,Total Male Indians,30 - 34 Years,5000
5177,1972,Total Male Indians,35 - 39 Years,5100
5178,1972,Total Male Indians,40 - 44 Years,7700
5179,1972,Total Male Indians,45 - 49 Years,7800
5180,1972,Total Male Indians,50 - 54 Years,6400
5181,1972,Total Male Indians,55 - 59 Years,4100
5182,1972,Total Male Indians,60 - 64 Years,2400
5183,1972,Total Male Indians,65 - 69 Years,1200
5184,1972,Total Male Indians,70 - 74 Years,na
5185,1972,Total Male Indians,75 - 79 Years,na
5186,1972,Total Male Indians,80 - 84 Years,na
5187,1972,Total Male Indians,65 Years & Over,2200
5188,1972,Total Male Indians,70 Years & Over,1000
5189,1972,Total Male Indians,75 Years & Over,na
5190,1972,Total Male Indians,80 Years & Over,na
5191,1972,Total Male Indians,85 Years & Over,na
5192,1972,Total Female Indians,0  -  4 Years,7100
5193,1972,Total Female Indians,5  -  9 Years,9200
5194,1972,Total Female Indians,10 - 14 Years,9300
5195,1972,Total Female Indians,15 - 19 Years,7800
5196,1972,Total Female Indians,20 - 24 Years,6200
5197,1972,Total Female Indians,25 - 29 Years,3900
5198,1972,Total Female Indians,30 - 34 Years,4100
5199,1972,Total Female Indians,35 - 39 Years,3500
5200,1972,Total Female Indians,40 - 44 Years,2900
5201,1972,Total Female Indians,45 - 49 Years,2100
5202,1972,Total Female Indians,50 - 54 Years,1500
5203,1972,Total Female Indians,55 - 59 Years,900
5204,1972,Total Female Indians,60 - 64 Years,600
5205,1972,Total Female Indians,65 - 69 Years,300
5206,1972,Total Female Indians,70 - 74 Years,na
5207,1972,Total Female Indians,75 - 79 Years,na
5208,1972,Total Female Indians,80 - 84 Years,na
5209,1972,Total Female Indians,65 Years & Over,600
5210,1972,Total Female Indians,70 Years & Over,300
5211,1972,Total Female Indians,75 Years & Over,na
5212,1972,Total Female Indians,80 Years & Over,na
5213,1972,Total Female Indians,85 Years & Over,na
5214,1972,Other Ethnic Groups (Total),0  -  4 Years,4700
5215,1972,Other Ethnic Groups (Total),5  -  9 Years,4300
5216,1972,Other Ethnic Groups (Total),10 - 14 Years,3900
5217,1972,Other Ethnic Groups (Total),15 - 19 Years,3400
5218,1972,Other Ethnic Groups (Total),20 - 24 Years,3600
5219,1972,Other Ethnic Groups (Total),25 - 29 Years,3500
5220,1972,Other Ethnic Groups (Total),30 - 34 Years,3400
5221,1972,Other Ethnic Groups (Total),35 - 39 Years,3200
5222,1972,Other Ethnic Groups (Total),40 - 44 Years,2700
5223,1972,Other Ethnic Groups (Total),45 - 49 Years,2400
5224,1972,Other Ethnic Groups (Total),50 - 54 Years,1900
5225,1972,Other Ethnic Groups (Total),55 - 59 Years,1200
5226,1972,Other Ethnic Groups (Total),60 - 64 Years,900
5227,1972,Other Ethnic Groups (Total),65 - 69 Years,600
5228,1972,Other Ethnic Groups (Total),70 - 74 Years,na
5229,1972,Other Ethnic Groups (Total),75 - 79 Years,na
5230,1972,Other Ethnic Groups (Total),80 - 84 Years,na
5231,1972,Other Ethnic Groups (Total),65 Years & Over,1400
5232,1972,Other Ethnic Groups (Total),70 Years & Over,800
5233,1972,Other Ethnic Groups (Total),75 Years & Over,na
5234,1972,Other Ethnic Groups (Total),80 Years & Over,na
5235,1972,Other Ethnic Groups (Total),85 Years & Over,na
5236,1972,Other Ethnic Groups (Males),0  -  4 Years,2400
5237,1972,Other Ethnic Groups (Males),5  -  9 Years,2200
5238,1972,Other Ethnic Groups (Males),10 - 14 Years,1900
5239,1972,Other Ethnic Groups (Males),15 - 19 Years,1600
5240,1972,Other Ethnic Groups (Males),20 - 24 Years,1800
5241,1972,Other Ethnic Groups (Males),25 - 29 Years,1800
5242,1972,Other Ethnic Groups (Males),30 - 34 Years,1700
5243,1972,Other Ethnic Groups (Males),35 - 39 Years,1800
5244,1972,Other Ethnic Groups (Males),40 - 44 Years,1500
5245,1972,Other Ethnic Groups (Males),45 - 49 Years,1400
5246,1972,Other Ethnic Groups (Males),50 - 54 Years,1100
5247,1972,Other Ethnic Groups (Males),55 - 59 Years,600
5248,1972,Other Ethnic Groups (Males),60 - 64 Years,500
5249,1972,Other Ethnic Groups (Males),65 - 69 Years,300
5250,1972,Other Ethnic Groups (Males),70 - 74 Years,na
5251,1972,Other Ethnic Groups (Males),75 - 79 Years,na
5252,1972,Other Ethnic Groups (Males),80 - 84 Years,na
5253,1972,Other Ethnic Groups (Males),65 Years & Over,600
5254,1972,Other Ethnic Groups (Males),70 Years & Over,300
5255,1972,Other Ethnic Groups (Males),75 Years & Over,na
5256,1972,Other Ethnic Groups (Males),80 Years & Over,na
5257,1972,Other Ethnic Groups (Males),85 Years & Over,na
5258,1972,Other Ethnic Groups (Females),0  -  4 Years,2300
5259,1972,Other Ethnic Groups (Females),5  -  9 Years,2100
5260,1972,Other Ethnic Groups (Females),10 - 14 Years,2000
5261,1972,Other Ethnic Groups (Females),15 - 19 Years,1800
5262,1972,Other Ethnic Groups (Females),20 - 24 Years,1800
5263,1972,Other Ethnic Groups (Females),25 - 29 Years,1700
5264,1972,Other Ethnic Groups (Females),30 - 34 Years,1700
5265,1972,Other Ethnic Groups (Females),35 - 39 Years,1400
5266,1972,Other Ethnic Groups (Females),40 - 44 Years,1200
5267,1972,Other Ethnic Groups (Females),45 - 49 Years,1000
5268,1972,Other Ethnic Groups (Females),50 - 54 Years,800
5269,1972,Other Ethnic Groups (Females),55 - 59 Years,600
5270,1972,Other Ethnic Groups (Females),60 - 64 Years,400
5271,1972,Other Ethnic Groups (Females),65 - 69 Years,300
5272,1972,Other Ethnic Groups (Females),70 - 74 Years,na
5273,1972,Other Ethnic Groups (Females),75 - 79 Years,na
5274,1972,Other Ethnic Groups (Females),80 - 84 Years,na
5275,1972,Other Ethnic Groups (Females),65 Years & Over,800
5276,1972,Other Ethnic Groups (Females),70 Years & Over,500
5277,1972,Other Ethnic Groups (Females),75 Years & Over,na
5278,1972,Other Ethnic Groups (Females),80 Years & Over,na
5279,1972,Other Ethnic Groups (Females),85 Years & Over,na
5280,1973,Total Residents,0  -  4 Years,227200
5281,1973,Total Residents,5  -  9 Years,260000
5282,1973,Total Residents,10 - 14 Years,290500
5283,1973,Total Residents,15 - 19 Years,278000
5284,1973,Total Residents,20 - 24 Years,233400
5285,1973,Total Residents,25 - 29 Years,166800
5286,1973,Total Residents,30 - 34 Years,143200
5287,1973,Total Residents,35 - 39 Years,119300
5288,1973,Total Residents,40 - 44 Years,107400
5289,1973,Total Residents,45 - 49 Years,88700
5290,1973,Total Residents,50 - 54 Years,75200
5291,1973,Total Residents,55 - 59 Years,63900
5292,1973,Total Residents,60 - 64 Years,56100
5293,1973,Total Residents,65 - 69 Years,37600
5294,1973,Total Residents,70 - 74 Years,na
5295,1973,Total Residents,75 - 79 Years,na
5296,1973,Total Residents,80 - 84 Years,na
5297,1973,Total Residents,65 Years & Over,83300
5298,1973,Total Residents,70 Years & Over,45700
5299,1973,Total Residents,75 Years & Over,na
5300,1973,Total Residents,80 Years & Over,na
5301,1973,Total Residents,85 Years & Over,na
5302,1973,Total Male Residents,0  -  4 Years,117400
5303,1973,Total Male Residents,5  -  9 Years,133400
5304,1973,Total Male Residents,10 - 14 Years,150100
5305,1973,Total Male Residents,15 - 19 Years,142500
5306,1973,Total Male Residents,20 - 24 Years,119100
5307,1973,Total Male Residents,25 - 29 Years,84600
5308,1973,Total Male Residents,30 - 34 Years,71700
5309,1973,Total Male Residents,35 - 39 Years,60600
5310,1973,Total Male Residents,40 - 44 Years,56200
5311,1973,Total Male Residents,45 - 49 Years,47600
5312,1973,Total Male Residents,50 - 54 Years,39700
5313,1973,Total Male Residents,55 - 59 Years,32700
5314,1973,Total Male Residents,60 - 64 Years,28300
5315,1973,Total Male Residents,65 - 69 Years,18500
5316,1973,Total Male Residents,70 - 74 Years,na
5317,1973,Total Male Residents,75 - 79 Years,na
5318,1973,Total Male Residents,80 - 84 Years,na
5319,1973,Total Male Residents,65 Years & Over,37500
5320,1973,Total Male Residents,70 Years & Over,19000
5321,1973,Total Male Residents,75 Years & Over,na
5322,1973,Total Male Residents,80 Years & Over,na
5323,1973,Total Male Residents,85 Years & Over,na
5324,1973,Total Female Residents,0  -  4 Years,109800
5325,1973,Total Female Residents,5  -  9 Years,126600
5326,1973,Total Female Residents,10 - 14 Years,140400
5327,1973,Total Female Residents,15 - 19 Years,135500
5328,1973,Total Female Residents,20 - 24 Years,114300
5329,1973,Total Female Residents,25 - 29 Years,82200
5330,1973,Total Female Residents,30 - 34 Years,71500
5331,1973,Total Female Residents,35 - 39 Years,58700
5332,1973,Total Female Residents,40 - 44 Years,51200
5333,1973,Total Female Residents,45 - 49 Years,41100
5334,1973,Total Female Residents,50 - 54 Years,35500
5335,1973,Total Female Residents,55 - 59 Years,31200
5336,1973,Total Female Residents,60 - 64 Years,27800
5337,1973,Total Female Residents,65 - 69 Years,19100
5338,1973,Total Female Residents,70 - 74 Years,na
5339,1973,Total Female Residents,75 - 79 Years,na
5340,1973,Total Female Residents,80 - 84 Years,na
5341,1973,Total Female Residents,65 Years & Over,45800
5342,1973,Total Female Residents,70 Years & Over,26700
5343,1973,Total Female Residents,75 Years & Over,na
5344,1973,Total Female Residents,80 Years & Over,na
5345,1973,Total Female Residents,85 Years & Over,na
5346,1973,Total Malays,0  -  4 Years,36800
5347,1973,Total Malays,5  -  9 Years,49800
5348,1973,Total Malays,10 - 14 Years,51300
5349,1973,Total Malays,15 - 19 Years,42700
5350,1973,Total Malays,20 - 24 Years,31300
5351,1973,Total Malays,25 - 29 Years,21800
5352,1973,Total Malays,30 - 34 Years,17500
5353,1973,Total Malays,35 - 39 Years,17600
5354,1973,Total Malays,40 - 44 Years,15300
5355,1973,Total Malays,45 - 49 Years,13400
5356,1973,Total Malays,50 - 54 Years,10600
5357,1973,Total Malays,55 - 59 Years,6600
5358,1973,Total Malays,60 - 64 Years,5200
5359,1973,Total Malays,65 - 69 Years,2900
5360,1973,Total Malays,70 - 74 Years,na
5361,1973,Total Malays,75 - 79 Years,na
5362,1973,Total Malays,80 - 84 Years,na
5363,1973,Total Malays,65 Years & Over,6200
5364,1973,Total Malays,70 Years & Over,3300
5365,1973,Total Malays,75 Years & Over,na
5366,1973,Total Malays,80 Years & Over,na
5367,1973,Total Malays,85 Years & Over,na
5368,1973,Total Male Malays,0  -  4 Years,18800
5369,1973,Total Male Malays,5  -  9 Years,25200
5370,1973,Total Male Malays,10 - 14 Years,26500
5371,1973,Total Male Malays,15 - 19 Years,21800
5372,1973,Total Male Malays,20 - 24 Years,15600
5373,1973,Total Male Malays,25 - 29 Years,10900
5374,1973,Total Male Malays,30 - 34 Years,8200
5375,1973,Total Male Malays,35 - 39 Years,8400
5376,1973,Total Male Malays,40 - 44 Years,7900
5377,1973,Total Male Malays,45 - 49 Years,7700
5378,1973,Total Male Malays,50 - 54 Years,6200
5379,1973,Total Male Malays,55 - 59 Years,3700
5380,1973,Total Male Malays,60 - 64 Years,2800
5381,1973,Total Male Malays,65 - 69 Years,1600
5382,1973,Total Male Malays,70 - 74 Years,na
5383,1973,Total Male Malays,75 - 79 Years,na
5384,1973,Total Male Malays,80 - 84 Years,na
5385,1973,Total Male Malays,65 Years & Over,3400
5386,1973,Total Male Malays,70 Years & Over,1800
5387,1973,Total Male Malays,75 Years & Over,na
5388,1973,Total Male Malays,80 Years & Over,na
5389,1973,Total Male Malays,85 Years & Over,na
5390,1973,Total Female Malays,0  -  4 Years,18000
5391,1973,Total Female Malays,5  -  9 Years,24600
5392,1973,Total Female Malays,10 - 14 Years,24800
5393,1973,Total Female Malays,15 - 19 Years,20900
5394,1973,Total Female Malays,20 - 24 Years,15700
5395,1973,Total Female Malays,25 - 29 Years,10900
5396,1973,Total Female Malays,30 - 34 Years,9300
5397,1973,Total Female Malays,35 - 39 Years,9200
5398,1973,Total Female Malays,40 - 44 Years,7400
5399,1973,Total Female Malays,45 - 49 Years,5700
5400,1973,Total Female Malays,50 - 54 Years,4400
5401,1973,Total Female Malays,55 - 59 Years,2900
5402,1973,Total Female Malays,60 - 64 Years,2400
5403,1973,Total Female Malays,65 - 69 Years,1300
5404,1973,Total Female Malays,70 - 74 Years,na
5405,1973,Total Female Malays,75 - 79 Years,na
5406,1973,Total Female Malays,80 - 84 Years,na
5407,1973,Total Female Malays,65 Years & Over,2800
5408,1973,Total Female Malays,70 Years & Over,1500
5409,1973,Total Female Malays,75 Years & Over,na
5410,1973,Total Female Malays,80 Years & Over,na
5411,1973,Total Female Malays,85 Years & Over,na
5412,1973,Total Chinese,0  -  4 Years,171300
5413,1973,Total Chinese,5  -  9 Years,188600
5414,1973,Total Chinese,10 - 14 Years,215400
5415,1973,Total Chinese,15 - 19 Years,214200
5416,1973,Total Chinese,20 - 24 Years,184800
5417,1973,Total Chinese,25 - 29 Years,132100
5418,1973,Total Chinese,30 - 34 Years,113000
5419,1973,Total Chinese,35 - 39 Years,90500
5420,1973,Total Chinese,40 - 44 Years,79000
5421,1973,Total Chinese,45 - 49 Years,63200
5422,1973,Total Chinese,50 - 54 Years,54500
5423,1973,Total Chinese,55 - 59 Years,50900
5424,1973,Total Chinese,60 - 64 Years,46700
5425,1973,Total Chinese,65 - 69 Years,32500
5426,1973,Total Chinese,70 - 74 Years,na
5427,1973,Total Chinese,75 - 79 Years,na
5428,1973,Total Chinese,80 - 84 Years,na
5429,1973,Total Chinese,65 Years & Over,72600
5430,1973,Total Chinese,70 Years & Over,40100
5431,1973,Total Chinese,75 Years & Over,na
5432,1973,Total Chinese,80 Years & Over,na
5433,1973,Total Chinese,85 Years & Over,na
5434,1973,Total Male Chinese,0  -  4 Years,88800
5435,1973,Total Male Chinese,5  -  9 Years,97200
5436,1973,Total Male Chinese,10 - 14 Years,111300
5437,1973,Total Male Chinese,15 - 19 Years,109800
5438,1973,Total Male Chinese,20 - 24 Years,94600
5439,1973,Total Male Chinese,25 - 29 Years,67000
5440,1973,Total Male Chinese,30 - 34 Years,56600
5441,1973,Total Male Chinese,35 - 39 Years,46000
5442,1973,Total Male Chinese,40 - 44 Years,39400
5443,1973,Total Male Chinese,45 - 49 Years,31000
5444,1973,Total Male Chinese,50 - 54 Years,25800
5445,1973,Total Male Chinese,55 - 59 Years,24100
5446,1973,Total Male Chinese,60 - 64 Years,22400
5447,1973,Total Male Chinese,65 - 69 Years,15300
5448,1973,Total Male Chinese,70 - 74 Years,na
5449,1973,Total Male Chinese,75 - 79 Years,na
5450,1973,Total Male Chinese,80 - 84 Years,na
5451,1973,Total Male Chinese,65 Years & Over,31100
5452,1973,Total Male Chinese,70 Years & Over,15800
5453,1973,Total Male Chinese,75 Years & Over,na
5454,1973,Total Male Chinese,80 Years & Over,na
5455,1973,Total Male Chinese,85 Years & Over,na
5456,1973,Total Female Chinese,0  -  4 Years,82500
5457,1973,Total Female Chinese,5  -  9 Years,91400
5458,1973,Total Female Chinese,10 - 14 Years,104100
5459,1973,Total Female Chinese,15 - 19 Years,104400
5460,1973,Total Female Chinese,20 - 24 Years,90200
5461,1973,Total Female Chinese,25 - 29 Years,65100
5462,1973,Total Female Chinese,30 - 34 Years,56400
5463,1973,Total Female Chinese,35 - 39 Years,44500
5464,1973,Total Female Chinese,40 - 44 Years,39600
5465,1973,Total Female Chinese,45 - 49 Years,32200
5466,1973,Total Female Chinese,50 - 54 Years,28700
5467,1973,Total Female Chinese,55 - 59 Years,26800
5468,1973,Total Female Chinese,60 - 64 Years,24300
5469,1973,Total Female Chinese,65 - 69 Years,17200
5470,1973,Total Female Chinese,70 - 74 Years,na
5471,1973,Total Female Chinese,75 - 79 Years,na
5472,1973,Total Female Chinese,80 - 84 Years,na
5473,1973,Total Female Chinese,65 Years & Over,41500
5474,1973,Total Female Chinese,70 Years & Over,24300
5475,1973,Total Female Chinese,75 Years & Over,na
5476,1973,Total Female Chinese,80 Years & Over,na
5477,1973,Total Female Chinese,85 Years & Over,na
5478,1973,Total Indians,0  -  4 Years,14100
5479,1973,Total Indians,5  -  9 Years,17500
5480,1973,Total Indians,10 - 14 Years,19700
5481,1973,Total Indians,15 - 19 Years,17400
5482,1973,Total Indians,20 - 24 Years,13500
5483,1973,Total Indians,25 - 29 Years,9100
5484,1973,Total Indians,30 - 34 Years,9100
5485,1973,Total Indians,35 - 39 Years,8100
5486,1973,Total Indians,40 - 44 Years,10300
5487,1973,Total Indians,45 - 49 Years,9700
5488,1973,Total Indians,50 - 54 Years,8200
5489,1973,Total Indians,55 - 59 Years,5200
5490,1973,Total Indians,60 - 64 Years,3400
5491,1973,Total Indians,65 - 69 Years,1600
5492,1973,Total Indians,70 - 74 Years,na
5493,1973,Total Indians,75 - 79 Years,na
5494,1973,Total Indians,80 - 84 Years,na
5495,1973,Total Indians,65 Years & Over,3100
5496,1973,Total Indians,70 Years & Over,1500
5497,1973,Total Indians,75 Years & Over,na
5498,1973,Total Indians,80 Years & Over,na
5499,1973,Total Indians,85 Years & Over,na
5500,1973,Total Male Indians,0  -  4 Years,7200
5501,1973,Total Male Indians,5  -  9 Years,8900
5502,1973,Total Male Indians,10 - 14 Years,10300
5503,1973,Total Male Indians,15 - 19 Years,9100
5504,1973,Total Male Indians,20 - 24 Years,7100
5505,1973,Total Male Indians,25 - 29 Years,4800
5506,1973,Total Male Indians,30 - 34 Years,5000
5507,1973,Total Male Indians,35 - 39 Years,4500
5508,1973,Total Male Indians,40 - 44 Years,7300
5509,1973,Total Male Indians,45 - 49 Years,7500
5510,1973,Total Male Indians,50 - 54 Years,6600
5511,1973,Total Male Indians,55 - 59 Years,4200
5512,1973,Total Male Indians,60 - 64 Years,2700
5513,1973,Total Male Indians,65 - 69 Years,1300
5514,1973,Total Male Indians,70 - 74 Years,na
5515,1973,Total Male Indians,75 - 79 Years,na
5516,1973,Total Male Indians,80 - 84 Years,na
5517,1973,Total Male Indians,65 Years & Over,2400
5518,1973,Total Male Indians,70 Years & Over,1100
5519,1973,Total Male Indians,75 Years & Over,na
5520,1973,Total Male Indians,80 Years & Over,na
5521,1973,Total Male Indians,85 Years & Over,na
5522,1973,Total Female Indians,0  -  4 Years,6900
5523,1973,Total Female Indians,5  -  9 Years,8600
5524,1973,Total Female Indians,10 - 14 Years,9400
5525,1973,Total Female Indians,15 - 19 Years,8300
5526,1973,Total Female Indians,20 - 24 Years,6400
5527,1973,Total Female Indians,25 - 29 Years,4300
5528,1973,Total Female Indians,30 - 34 Years,4100
5529,1973,Total Female Indians,35 - 39 Years,3600
5530,1973,Total Female Indians,40 - 44 Years,3000
5531,1973,Total Female Indians,45 - 49 Years,2200
5532,1973,Total Female Indians,50 - 54 Years,1600
5533,1973,Total Female Indians,55 - 59 Years,1000
5534,1973,Total Female Indians,60 - 64 Years,700
5535,1973,Total Female Indians,65 - 69 Years,300
5536,1973,Total Female Indians,70 - 74 Years,na
